beacon_000000.jpg,virtual,5,beacon,0,0.244000,0.250923,0.019200,0.029520,0.9773
beacon_000001.jpg,virtual,10,beacon,0,0.248000,0.255843,0.019200,0.029520,0.9878
beacon_000002.jpg,virtual,15,beacon,0,0.252000,0.260763,0.019200,0.029520,0.9917
beacon_000003.jpg,virtual,20,beacon,0,0.256000,0.265683,0.019200,0.029520,0.9932
beacon_000004.jpg,virtual,25,beacon,0,0.260000,0.270603,0.019200,0.029520,0.9937
beacon_000005.jpg,virtual,30,beacon,0,0.264000,0.275523,0.019200,0.029520,0.9939
beacon_000006.jpg,virtual,35,beacon,0,0.268000,0.280443,0.019200,0.029520,0.9940
beacon_000007.jpg,virtual,40,beacon,0,0.272000,0.285363,0.019200,0.029520,0.9940
beacon_000008.jpg,virtual,45,beacon,0,0.276000,0.290283,0.019200,0.029520,0.9940
beacon_000009.jpg,virtual,50,beacon,0,0.280000,0.295203,0.019200,0.029520,0.9940
beacon_000010.jpg,virtual,55,beacon,0,0.284000,0.300123,0.019200,0.029520,0.9940
beacon_000011.jpg,virtual,60,beacon,0,0.288000,0.305043,0.019200,0.029520,0.9940
beacon_000012.jpg,virtual,65,beacon,0,0.292000,0.309963,0.019200,0.029520,0.9940
beacon_000013.jpg,virtual,70,beacon,0,0.296000,0.314883,0.019200,0.029520,0.9940
beacon_000014.jpg,virtual,75,beacon,0,0.300000,0.319803,0.019200,0.029520,0.9940
beacon_000015.jpg,virtual,80,beacon,0,0.304000,0.324723,0.019200,0.029520,0.9940
beacon_000016.jpg,virtual,85,beacon,0,0.308000,0.329643,0.019200,0.029520,0.9940
beacon_000017.jpg,virtual,90,beacon,0,0.312000,0.334563,0.019200,0.029520,0.9948
beacon_000018.jpg,virtual,95,beacon,0,0.316000,0.339483,0.019200,0.029520,0.9935
beacon_000019.jpg,virtual,100,beacon,0,0.320000,0.344403,0.019200,0.029520,0.9929
beacon_000020.jpg,virtual,105,beacon,0,0.324000,0.349323,0.019200,0.029520,0.9925
beacon_000021.jpg,virtual,110,beacon,0,0.328000,0.354244,0.019200,0.029520,0.9923
beacon_000022.jpg,virtual,115,beacon,0,0.332000,0.359164,0.019200,0.029520,0.9922
